nrCpfCnpj,vlPresta,vlMora,qtPrestacoes,vlMovimento,vlPag,vlTotal,dtPag,dtContrato,dtVctPre
940.896.937-56,3175.88,345.74,5,9123.47,2529.23,3521.62,20240102,20210912,20221223
507.038.469-49,1317.75,216.21,5,9001.4,909.82,1533.96,20240115,20200813,20230531
924.278.029-48,2737.16,219.24,4,6006.71,1126.49,2956.4,20240105,20230128,20240114
236.746.291-78,3760.13,137.67,1,4533.55,4784.1,3897.8,20240114,20230810,20231204
829.668.747-08,4047.81,37.85,5,6368.83,2332.63,4085.66,20240111,20220222,20230430
498.766.792-44,3137.34,38.65,7,7941.76,3997.53,3175.99,20240104,20220104,20221221
610.223.187-21,1023.77,499.01,9,6977.35,3492.68,1522.78,20240104,20220630,20230105
340.316.429-20,3436.07,382.74,3,7334.76,1665.18,3818.81,20240102,20220811,20230507
04.857.064/0001-64,1986.71,497.88,11,1585.92,3311.28,2484.59,20240115,20220208,20220714
402.664.606-82,3828.48,481.81,10,9560.15,3455.01,4310.29,20240111,20231110,20231129
61.292.344/0001-06,4801.57,407.44,3,5481.32,1852.48,5209.01,20240102,20210524,20210628
914.286.445-39,1339.09,190.25,9,2551.83,656.05,1529.34,20240113,20211115,20221206
056.421.408-68,2851.84,216.16,8,3209.63,3493.32,3068.0,20240103,20210819,20231028
940.901.184-17,4053.45,217.45,3,8743.8,1637.76,4270.9,20240108,20211121,20231124
166.472.100-24,3834.93,26.43,8,6629.42,3160.06,3861.36,20240101,20230331,20230801
92.862.631/0001-38,1357.4,280.56,6,2408.85,2488.37,1637.96,20240113,20210807,20230219
69.207.178/0001-04,3952.22,129.7,3,4359.39,2546.31,4081.92,20240107,20231222,20240107
29.002.315/0001-50,1836.97,99.99,5,2201.1,4160.47,1936.96,20240103,20210909,20221025
538.900.800-65,2908.0,450.57,2,2638.82,3885.83,3358.57,20240114,20231205,20231210
517.163.486-68,3809.08,261.35,9,2373.65,2296.99,4070.43,20240113,20230126,20240107
47.521.179/0001-96,3618.62,114.76,10,4222.33,1048.72,3733.38,20240107,20200628,20230618
952.716.111-83,1435.75,76.23,8,7921.78,638.04,1511.98,20240109,20231103,20231110
06.605.142/0001-69,1702.71,295.62,2,2606.83,4224.41,1998.33,20240110,20200510,20211212
023.515.584-56,1320.13,371.91,1,9257.51,3017.98,1692.04,20240114,20230917,20231209
15.686.637/0001-50,2531.09,260.6,5,6656.84,3599.48,2791.69,20240101,20230813,20240105
43.515.742/0001-62,1064.88,175.38,11,2998.35,1119.02,1240.26,20240112,20210824,20240109
90.127.099/0001-80,3075.34,246.59,7,7137.29,4722.38,3321.93,20240112,20210925,20221016
456.572.505-32,3660.79,242.65,6,3727.81,4443.16,3903.44,20240102,20231216,20231217
88.394.720/0001-20,3737.38,470.59,6,4112.61,3587.52,4207.97,20240111,20220914,20221220
13.967.364/0001-97,1799.86,53.78,1,6281.2,2627.14,1853.64,20240104,20210709,20220927
353.563.146-71,4412.11,438.81,11,1860.27,3127.51,4850.92,20240111,20200302,20200911
70.470.829/0001-33,4819.49,279.06,7,7487.74,775.81,5098.55,20240107,20210620,20230818
782.464.675-06,4945.31,267.06,6,5587.13,2417.45,5212.37,20240112,20200221,20201018
83.021.123/0001-36,1258.39,117.32,1,5527.29,2286.28,1375.71,20240107,20221105,20230131
51.899.981/0001-91,2699.08,78.72,10,5127.73,3588.72,2777.8,20240113,20220822,20231217
946.628.853-96,3898.23,477.95,1,2116.23,1142.86,4376.18,20240109,20221106,20230228
028.361.561-39,4953.48,404.98,1,6107.07,4030.39,5358.46,20240109,20220912,20230902
08.937.649/0001-45,3326.43,221.21,8,6828.52,2114.75,3547.64,20240114,20220724,20221004
489.693.471-78,3674.9,481.73,2,8584.72,605.45,4156.63,20240106,20211010,20221008
38.782.875/0001-65,2481.29,422.58,11,1322.93,1852.65,2903.87,20240111,20200131,20200504
974.262.705-30,3737.32,360.96,12,1678.84,2105.51,4098.28,20240107,20200227,20210104
65.781.765/0001-51,3365.68,218.66,11,1897.48,2337.04,3584.34,20240115,20231227,20240115
391.652.463-14,2164.85,310.27,8,9154.81,3071.04,2475.12,20240101,20230531,20230804
699.919.069-08,4626.16,204.82,4,5767.83,732.58,4830.98,20240104,20210321,20210813
90.759.335/0001-80,4405.59,442.89,12,9347.2,3331.15,4848.48,20240110,20210629,20210831
52.050.240/0001-02,1800.63,379.93,10,5494.45,974.56,2180.56,20240111,20230411,20230713
692.355.114-53,2289.62,222.27,6,4917.65,2295.25,2511.89,20240104,20220108,20230613
61.222.634/0001-83,2723.2,63.62,7,4197.26,3181.03,2786.82,20240109,20210906,20220114
75.238.979/0001-30,4704.58,241.4,9,9468.4,4105.29,4945.98,20240106,20221229,20230228
584.709.013-70,2550.81,358.31,5,3365.35,1265.31,2909.12,20240110,20201121,20230210
04.259.292/0001-32,1072.97,329.78,8,3872.51,3727.37,1402.75,20240104,20230812,20230816
393.090.886-72,4218.46,38.65,9,3283.59,4301.37,4257.11,20240102,20200402,20200411
702.106.958-89,1802.86,278.16,1,5524.42,2973.87,2081.02,20240107,20220726,20231230
60.867.001/0001-60,3456.88,214.28,11,7949.27,1309.27,3671.16,20240103,20200319,20211205
56.468.582/0001-90,3396.34,206.08,6,1625.45,2521.7,3602.42,20240106,20220419,20221021
933.601.338-62,1606.52,477.4,7,1821.61,4857.11,2083.92,20240101,20231014,20231120
635.302.488-60,3417.87,153.2,1,6977.87,688.69,3571.07,20240103,20210502,20230205
318.583.628-65,2121.84,188.17,4,1032.1,3515.16,2310.01,20240102,20200119,20210906
86.982.355/0001-49,4256.7,441.19,5,3018.43,2050.52,4697.89,20240114,20220925,20230104
29.540.529/0001-80,4052.87,136.87,2,3266.72,4200.91,4189.74,20240111,20200824,20201225
84.974.443/0001-73,3360.44,57.57,2,8339.31,711.64,3418.01,20240108,20210326,20220615
41.749.982/0001-04,3765.81,392.25,1,5234.34,4164.51,4158.06,20240103,20210429,20211228
07.201.896/0001-16,1671.73,132.19,12,7332.4,4842.88,1803.92,20240107,20220828,20220928
88.532.634/0001-36,3311.1,66.39,8,5840.14,3158.76,3377.49,20240103,20200229,20211003
83.201.155/0001-13,4708.05,206.79,5,8497.4,3753.16,4914.84,20240108,20210120,20220511
077.105.286-35,4620.82,170.88,12,5686.93,2725.74,4791.7,20240113,20220113,20220825
06.727.333/0001-01,4226.31,472.14,6,5483.04,505.82,4698.45,20240115,20230225,20230609
42.997.654/0001-81,2363.66,367.22,4,7159.73,3005.62,2730.88,20240111,20201229,20230821
85.791.563/0001-06,4111.66,309.33,12,9158.72,2482.67,4420.99,20240104,20221127,20230116
957.156.888-09,3440.72,155.34,10,8117.52,3748.11,3596.06,20240105,20201009,20220322
68.597.951/0001-23,1986.42,321.36,5,2268.59,1355.49,2307.78,20240105,20230827,20231022
23.565.919/0001-28,1636.47,474.92,2,8972.27,1988.04,2111.39,20240115,20230810,20230920
73.074.864/0001-21,3042.04,33.93,9,8862.46,3411.68,3075.97,20240111,20210719,20230521
845.994.430-18,3687.28,419.59,10,9136.75,2198.71,4106.87,20240111,20220801,20220809
667.898.165-00,2171.7,67.29,1,4460.81,655.14,2238.99,20240111,20221118,20230101
861.134.402-22,1693.55,496.07,4,6311.72,1453.43,2189.62,20240101,20210118,20210425
63.701.315/0001-86,1781.22,191.28,10,7503.11,4527.91,1972.5,20240107,20220618,20231226
39.753.560/0001-52,4505.22,70.09,4,6057.41,2055.86,4575.31,20240107,20210912,20220927
371.490.090-00,4586.77,275.36,7,8762.52,955.37,4862.13,20240105,20200628,20211124
658.509.000-47,2375.75,60.16,7,1019.54,4089.83,2435.91,20240113,20220126,20220822
423.433.565-72,2305.86,453.9,7,7920.52,4488.66,2759.76,20240103,20221203,20230531
546.788.212-01,1428.74,304.73,5,3719.83,3473.76,1733.47,20240114,20231103,20231221
083.150.027-16,1193.13,322.58,1,6024.9,2802.64,1515.71,20240114,20220916,20231021
95.209.382/0001-74,4538.94,182.0,2,9460.87,3959.09,4720.94,20240103,20220303,20220524
772.990.629-50,3246.94,447.4,4,1812.0,1002.41,3694.34,20240103,20230301,20230928
662.593.729-06,2500.18,358.24,2,3413.68,3806.87,2858.42,20240108,20230921,20231225
529.618.777-68,4828.74,184.12,11,6065.09,2024.13,5012.86,20240110,20230118,20240109
542.186.498-71,1406.58,411.14,4,2590.39,4477.97,1817.72,20240113,20221027,20230124
215.906.862-41,3274.69,486.49,7,9384.6,2604.43,3761.18,20240103,20220314,20220924
865.084.643-29,1137.77,364.52,4,2972.29,3161.59,1502.29,20240104,20200125,20200524
626.865.834-52,3375.2,195.76,1,3193.18,3744.99,3570.96,20240101,20230704,20231118
980.491.359-34,4423.47,470.96,9,8042.52,3739.12,4894.43,20240101,20200827,20220803
345.284.187-11,3244.85,99.15,12,1997.8,1422.79,3344.0,20240115,20220130,20221011
71.537.797/0001-09,1892.67,192.19,3,9714.59,4550.38,2084.86,20240110,20220202,20221120
259.429.441-13,3970.61,151.04,7,8566.18,2215.12,4121.65,20240104,20231228,20240103
939.257.210-70,3990.81,476.61,10,6925.59,2806.71,4467.42,20240115,20200414,20210902
44.037.250/0001-71,4009.4,65.51,5,6328.16,2557.49,4074.91,20240114,20210701,20230412
225.349.402-01,3461.09,105.12,6,3844.53,2557.39,3566.21,20240111,20230928,20231014
141.420.154-00,3171.23,198.09,1,4805.28,633.29,3369.32,20240102,20221015,20230409
531.436.485-97,2297.14,128.83,6,2344.06,2920.98,2425.97,20240106,20220320,20230416
894.808.047-43,1435.19,249.54,12,1425.74,3590.38,1684.73,20240109,20231104,20240106
64.778.828/0001-58,1623.64,16.01,5,6969.27,1301.05,1639.65,20240109,20220301,20220501
503.747.277-67,4120.79,185.44,12,2558.7,4185.35,4306.23,20240104,20230303,20231214
602.603.110-30,4358.5,489.3,12,4325.93,3826.02,4847.8,20240102,20210523,20220305
157.360.928-59,3481.38,489.12,9,5995.56,1421.13,3970.5,20240114,20221213,20230828
087.301.138-49,4188.65,174.94,6,6696.19,1135.52,4363.59,20240109,20210510,20211120
10.180.444/0001-00,4057.23,205.05,9,8794.39,1999.95,4262.28,20240110,20210116,20221102
86.090.105/0001-02,3894.83,247.8,2,9934.83,2889.21,4142.63,20240109,20200714,20210203
717.106.571-54,4995.06,387.88,8,6791.37,1214.17,5382.94,20240115,20230414,20230625
482.311.840-58,1762.59,271.09,3,9541.85,1985.1,2033.68,20240113,20221215,20231004
050.518.968-20,1772.01,441.92,1,5235.75,2642.93,2213.93,20240109,20230801,20231028
874.610.086-50,4628.04,184.93,5,2022.87,572.44,4812.97,20240114,20231028,20231120
013.232.086-07,3587.24,422.85,7,3082.21,944.69,4010.09,20240104,20201205,20220716
850.521.880-99,3183.04,113.23,5,7785.93,1425.33,3296.27,20240107,20220530,20230723
813.049.216-46,4360.21,362.27,12,7316.8,1746.62,4722.48,20240107,20230728,20230801
37.144.954/0001-88,3964.8,485.52,6,5976.79,4439.1,4450.32,20240108,20231121,20231220
04.908.043/0001-20,4618.68,213.39,8,7088.79,719.08,4832.07,20240108,20231221,20240110
89.668.821/0001-04,1571.1,269.17,7,9452.24,1229.41,1840.27,20240113,20220901,20230112
259.680.534-02,2974.79,230.17,10,5040.62,576.27,3204.96,20240106,20230813,20240114
10.391.086/0001-84,1089.39,85.32,10,6859.85,1423.07,1174.71,20240111,20220317,20231109
87.569.157/0001-10,3910.03,223.75,4,6262.2,3835.06,4133.78,20240103,20210415,20230223
33.443.920/0001-33,3619.09,142.28,6,2472.28,4240.74,3761.37,20240111,20200926,20220724
627.721.803-44,4226.14,44.4,7,1078.21,1321.67,4270.54,20240107,20221022,20230719
087.592.749-13,2169.24,427.21,4,6772.97,1367.78,2596.45,20240104,20210905,20230104
468.204.464-89,2967.97,171.85,8,4046.22,2504.87,3139.82,20240105,20201010,20221112
958.791.167-94,4658.62,230.96,9,1631.57,828.06,4889.58,20240107,20200720,20201128
693.377.124-58,3613.05,360.73,12,4855.16,1534.06,3973.78,20240108,20221217,20231018
29.404.905/0001-09,1076.65,208.5,11,9952.27,4536.41,1285.15,20240103,20200730,20201214
17.446.011/0001-00,3230.48,397.05,5,9357.83,748.91,3627.53,20240110,20220605,20230630
92.245.480/0001-79,2633.71,251.16,8,2417.46,2313.61,2884.87,20240114,20200413,20211007
17.964.875/0001-06,1615.95,456.35,6,1812.29,1958.83,2072.3,20240107,20210515,20221006
995.357.206-27,2776.73,9.7,5,8301.81,687.89,2786.43,20240101,20211204,20220821
789.334.556-04,4385.42,306.33,11,3403.24,4760.36,4691.75,20240111,20230227,20231231
09.039.623/0001-42,4476.92,170.87,12,9396.58,4680.72,4647.79,20240103,20210328,20220312
038.269.325-60,1681.09,392.34,6,6449.82,4714.97,2073.43,20240101,20231106,20231108
40.402.215/0001-53,3234.51,136.37,7,4353.38,4453.42,3370.88,20240107,20230611,20230711
136.578.043-07,3162.54,489.41,7,8050.35,774.62,3651.95,20240111,20230108,20230228
961.378.021-16,1957.24,140.34,12,5275.88,3218.93,2097.58,20240113,20220324,20230613
40.313.912/0001-38,1635.03,343.03,10,1270.87,3706.91,1978.06,20240114,20200308,20221224
313.723.853-63,2976.41,497.48,5,9689.72,3063.75,3473.89,20240111,20220511,20230522
27.132.526/0001-81,1802.4,437.92,9,4541.34,2628.46,2240.32,20240109,20200904,20230831
689.192.316-64,1671.39,488.69,6,9225.24,4475.48,2160.08,20240112,20231208,20240105
593.114.361-00,1504.41,400.15,10,5640.94,4754.57,1904.56,20240107,20220217,20230117
31.190.822/0001-06,4211.83,52.36,12,5907.95,4183.2,4264.19,20240112,20210514,20230110
939.784.722-87,1402.83,320.99,1,3690.02,3789.61,1723.82,20240112,20231218,20231228
63.142.086/0001-07,1304.19,160.67,7,1167.77,3194.83,1464.86,20240104,20220908,20221109
962.708.398-40,1321.99,318.86,9,7676.83,1192.81,1640.85,20240104,20231231,20240109
18.560.232/0001-60,3109.46,158.34,4,1762.14,3649.84,3267.8,20240109,20201115,20210727
84.708.356/0001-74,4516.56,397.91,5,3814.0,2900.91,4914.47,20240107,20211006,20220429
103.596.870-32,3884.3,259.81,3,4359.14,2713.54,4144.11,20240105,20230529,20230622
62.079.166/0001-00,1481.25,78.74,3,4842.87,3269.09,1559.99,20240108,20210201,20211227
72.777.905/0001-83,1826.88,459.12,5,8311.27,4069.21,2286.0,20240101,20220611,20230325
208.920.218-10,4231.38,387.02,6,6911.92,3721.57,4618.4,20240114,20210623,20240101
69.288.554/0001-32,2341.95,491.67,3,1400.92,3811.85,2833.62,20240103,20201002,20220103
300.141.020-56,2483.07,383.75,3,4436.43,3884.69,2866.82,20240106,20210830,20220413
65.155.624/0001-23,3829.01,108.58,5,5465.99,701.95,3937.59,20240104,20230526,20230820
779.283.750-52,4674.19,123.86,7,4048.44,1175.11,4798.05,20240110,20210810,20231113
217.506.053-50,3252.32,429.42,5,7920.11,2895.36,3681.74,20240102,20211117,20230521
61.881.750/0001-04,4200.76,339.39,9,5603.13,4343.07,4540.15,20240110,20220118,20230603
743.579.922-06,1137.38,336.51,4,7081.61,3414.9,1473.89,20240114,20200819,20210319
61.005.180/0001-99,4432.28,201.24,4,5945.68,4417.78,4633.52,20240101,20220326,20230412
40.321.711/0001-82,1361.85,40.59,10,7426.72,3317.85,1402.44,20240110,20220316,20221028
57.041.047/0001-10,4329.55,473.82,3,6050.25,2615.82,4803.37,20240109,20240113,20240114
717.304.136-84,1522.39,283.92,8,7967.1,4959.19,1806.31,20240107,20200903,20220806
907.524.736-20,3249.13,298.32,1,9034.77,4097.1,3547.45,20240102,20200414,20231126
08.470.804/0001-66,4918.71,91.98,9,1520.83,3267.65,5010.69,20240112,20221121,20230112
46.375.018/0001-79,1806.94,261.41,3,2221.53,3461.32,2068.35,20240101,20230327,20230624
08.280.028/0001-31,3867.07,177.96,5,3022.06,2786.32,4045.03,20240102,20201114,20230730
06.597.548/0001-47,2135.15,24.29,2,2829.31,2071.98,2159.44,20240109,20200125,20221203
587.208.861-28,2469.8,429.11,3,1296.75,1029.37,2898.91,20240109,20221012,20231216
15.355.841/0001-99,3351.89,22.57,10,4207.62,4043.13,3374.46,20240106,20211117,20230303
39.743.805/0001-60,2434.28,164.03,10,1009.59,3070.06,2598.31,20240113,20200610,20210717
21.560.087/0001-21,4377.38,5.02,2,5314.69,4780.91,4382.4,20240112,20210922,20221119
977.054.101-09,3754.63,337.34,8,8538.16,1552.46,4091.97,20240109,20220425,20230209
84.413.221/0001-81,1472.47,74.58,7,5008.86,4103.22,1547.05,20240113,20210723,20230531
58.906.583/0001-02,1684.76,49.11,8,9555.78,2582.43,1733.87,20240103,20240114,20240114
10.726.777/0001-91,3442.99,283.16,3,7704.78,4424.51,3726.15,20240101,20210802,20220701
888.318.984-18,2706.82,429.64,9,4379.95,4952.28,3136.46,20240111,20201031,20210612
67.283.436/0001-06,4382.62,161.29,11,9793.54,2515.54,4543.91,20240103,20231017,20231205
400.214.427-54,4514.58,379.14,5,1679.06,3906.05,4893.72,20240109,20231108,20231219
505.543.760-08,3102.63,415.8,5,7082.56,2621.52,3518.43,20240113,20210528,20210821
13.404.668/0001-46,4553.8,191.46,5,2229.08,3583.66,4745.26,20240107,20210119,20221024
949.220.138-06,1173.39,422.07,11,7689.41,4598.92,1595.46,20240110,20200207,20200823
89.387.884/0001-92,2933.53,64.38,10,7610.0,2573.59,2997.91,20240103,20220729,20230202
641.589.469-21,2874.78,33.0,7,9154.07,1724.56,2907.78,20240114,20210224,20220223
79.116.266/0001-54,1569.29,256.67,9,1844.6,3165.42,1825.96,20240115,20221013,20230312
62.032.905/0001-09,1176.82,335.67,1,4245.04,3403.71,1512.49,20240107,20220610,20220927
56.803.026/0001-22,4316.33,400.51,3,8570.46,3822.39,4716.84,20240110,20210323,20221117
886.626.704-07,3933.29,364.39,4,7662.46,1285.76,4297.68,20240109,20200717,20211124
335.023.071-72,4723.31,153.36,8,1433.55,1572.87,4876.67,20240109,20210110,20210306
819.945.071-10,2309.73,307.43,1,6067.53,4572.1,2617.16,20240107,20200202,20210121
86.955.783/0001-82,3469.53,182.72,10,4115.16,542.68,3652.25,20240110,20211105,20230627
196.513.809-85,2255.88,329.1,9,8559.73,3108.41,2584.98,20240102,20210926,20230122
32.032.612/0001-52,3700.52,97.2,10,5772.59,987.91,3797.72,20240115,20221210,20230812
02.125.365/0001-78,3975.65,21.49,5,5688.5,2996.63,3997.14,20240104,20221104,20221122
605.377.277-10,3278.1,384.84,8,8382.92,2654.83,3662.94,20240112,20231019,20231120
233.308.601-70,3304.36,269.8,9,3642.05,1261.03,3574.16,20240101,20210628,20210820
14.307.536/0001-69,4071.58,115.79,9,7090.22,1403.8,4187.37,20240113,20201110,20210728
624.523.553-72,1616.23,146.94,5,4141.66,4236.59,1763.17,20240115,20211104,20230121
97.428.584/0001-32,4940.47,308.29,8,5846.4,2859.83,5248.76,20240103,20210410,20220215
49.792.056/0001-15,2845.75,468.86,3,8402.0,1488.77,3314.61,20240111,20210802,20210920
456.204.622-85,2626.77,25.77,12,2753.82,3702.74,2652.54,20240110,20210324,20220202
70.904.347/0001-44,2208.67,320.35,12,4124.59,3451.06,2529.02,20240102,20200907,20221115
468.021.214-41,4020.51,454.52,12,3499.6,2559.0,4475.03,20240103,20200601,20240104
05.345.174/0001-00,1668.06,292.92,1,5716.2,4175.6,1960.98,20240108,20210831,20231101
55.146.634/0001-49,4185.93,187.66,6,5487.62,2650.51,4373.59,20240115,20221211,20221213
439.856.576-02,4512.98,230.93,11,2651.44,4588.33,4743.91,20240110,20230129,20230910
48.274.380/0001-89,2349.69,373.69,4,4142.66,1951.08,2723.38,20240103,20210730,20230321
73.097.099/0001-65,3172.9,32.39,9,9933.78,908.02,3205.29,20240104,20211113,20211122
95.821.673/0001-19,1207.8,17.56,9,9065.8,3742.56,1225.36,20240114,20220730,20230213
039.638.223-17,1129.65,102.62,11,3021.11,4880.89,1232.27,20240109,20211216,20230122
911.302.667-45,3347.49,157.36,7,2110.03,2006.1,3504.85,20240104,20210426,20231231
828.791.238-52,1431.36,376.43,11,9920.2,1156.62,1807.79,20240111,20210410,20220222
47.336.870/0001-08,4964.79,405.8,11,5762.4,560.97,5370.59,20240101,20221019,20230305
507.414.227-00,1023.37,440.85,12,4906.46,4302.6,1464.22,20240110,20230401,20240115
757.399.800-70,4991.56,225.45,12,5556.51,2085.95,5217.01,20240114,20210731,20221217
511.573.495-87,3465.82,394.27,3,7669.67,3162.62,3860.09,20240101,20231209,20231216
87.511.889/0001-50,1303.98,354.93,2,4382.27,4319.35,1658.91,20240115,20210204,20210816
889.387.137-84,3265.9,7.92,9,6668.21,599.43,3273.82,20240102,20200717,20220312
04.838.567/0001-92,1720.84,308.52,9,7963.34,4619.2,2029.36,20240109,20230501,20231225
39.703.546/0001-44,1324.48,357.07,9,3553.95,509.99,1681.55,20240111,20220724,20231111
59.390.877/0001-89,2304.51,226.51,1,2538.35,3977.49,2531.02,20240103,20230908,20231027
02.506.669/0001-85,3853.72,385.24,4,8578.28,4496.91,4238.96,20240108,20210403,20210928
03.352.790/0001-62,2318.4,386.87,3,2776.29,4747.21,2705.27,20240104,20220325,20230520
64.126.229/0001-50,4783.87,287.79,1,5384.71,4214.78,5071.66,20240104,20211205,20220619
96.550.375/0001-02,4642.24,471.13,4,7254.18,1037.74,5113.37,20240107,20221224,20231122
24.834.440/0001-02,4608.5,316.99,7,6627.58,2969.92,4925.49,20240102,20230502,20230813
583.888.621-89,2024.55,327.37,5,9607.24,3180.04,2351.92,20240113,20231116,20231224
203.409.694-07,1772.83,28.84,2,4736.85,3596.73,1801.67,20240103,20230322,20231124
98.631.654/0001-18,4976.61,201.45,4,1742.9,2090.81,5178.06,20240109,20230509,20230802
79.538.845/0001-95,1987.09,327.96,10,8370.93,1481.1,2315.05,20240108,20211220,20231007
248.755.417-75,4191.07,325.17,7,3011.68,3747.58,4516.24,20240101,20210916,20230501
911.254.223-78,1900.32,142.05,12,2116.2,3632.6,2042.37,20240106,20211224,20231102
968.529.574-38,2915.45,13.61,2,4307.5,4147.18,2929.06,20240102,20230831,20231031
